Suburb,Address,Type,Price,Rooms,Method,SellerG,Date,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude
Blackburn South,1 Elemheim Ct,h,,3,SN,Woodards,9/09/2017,13.4,3,2,1,560,146,1970,-37.83677,145.15495
Boronia,10 Daffodil Rd,h,,3,SS,Philip,9/09/2017,25,3,1,2,838,,,-37.86831,145.29032
Boronia,2/24 Springfield Rd,h,701000,3,S,Ray,9/09/2017,25,,,,,,,,
Braybrook,9 Middleton St,h,834500,3,S,S&L,9/09/2017,8.6,3,1,4,685,,,-37.78481,144.8623
Briar Hill,2/15 Greenwood St,t,,3,SP,Morrison,9/09/2017,16.1,3,2,2,,157,2014,-37.70675,145.12667
Briar Hill,17 Woodland Gr,h,692000,3,S,Buckingham,9/09/2017,16.1,3,1,1,,,,-37.7051,145.12642
Brighton,1/171 Church St,u,1640000,2,SP,Buxton,9/09/2017,10.5,,,,,,,,
Brighton,700 Hampton St,h,1850000,3,S,Buxton,9/09/2017,10.5,3,2,2,,,,-37.92263,145.00553
Brighton,18 Lynch St,h,,3,S,Buxton,9/09/2017,10.5,3,3,2,,300,2004,-37.92384,144.99857
Brighton,82A Were St,t,2900000,3,S,Marshall,9/09/2017,10.5,3,2,4,,297,1990,-37.92544,144.99681
Brighton East,51A Clonaig St,t,,3,SN,Gary,9/09/2017,10.3,,,,,,,,
Brighton East,39A Grant St,h,,3,PI,RT,9/09/2017,10.3,3,3,2,,,,-37.91346,145.01066
Broadmeadows,2/36 Blair St,u,400000,2,S,YPA,9/09/2017,14,2,1,1,,99,2009,-37.68211,144.92834
Broadmeadows,29 Dunn St,h,649000,3,S,YPA,9/09/2017,14,3,1,1,656,,,-37.69103,144.91857
Broadmeadows,1/15 Osway St,u,477000,3,S,RW,9/09/2017,14,3,1,2,,94,,-37.69176,144.91736
Broadmeadows,55 Stanhope St,h,753000,4,S,Barry,9/09/2017,14,4,1,2,696,,,-37.68563,144.92998
Brunswick,101 Albion St,h,,3,SP,Jellis,9/09/2017,5.2,3,2,,275,110,1910,-37.76148,144.96981
Brunswick,85 Brickworks Dr,h,850000,3,VB,Nelson,9/09/2017,5.2,3,2,1,,,,-37.76914,144.95323
Brunswick,170 Brunswick Rd,h,,2,SN,Barry,9/09/2017,5.2,2,1,,208,,1930,-37.77751,144.96241
Brunswick,9/53 De Carle St,u,453650,2,SP,Woodards,9/09/2017,5.2,2,1,1,,,,-37.75942,144.96517
Brunswick,2C Donald St,t,870000,3,VB,Nelson,9/09/2017,5.2,3,2,1,,,,-37.75766,144.96415
Brunswick,2 George St,h,,2,SP,Nelson,9/09/2017,5.2,2,1,,195,123,1890,-37.76904,144.96722
Brunswick,31 Merri St,h,950000,2,VB,Nelson,9/09/2017,5.2,2,1,,,,,-37.77243,144.96306
Brunswick East,1/6 Methven St,u,463000,1,S,Jellis,9/09/2017,4,1,1,2,,39,1960,-37.7724,144.97388
Brunswick West,378 Albion St,h,875000,3,VB,Nelson,9/09/2017,5.2,3,1,1,275,106,1910,-37.75918,144.94829
Brunswick West,47 Everett St,h,1250000,4,VB,Nelson,9/09/2017,5.2,4,2,2,600,180,2004,-37.75465,144.94144
Brunswick West,5/16 Wallace St,u,315500,1,S,Ray,9/09/2017,5.2,1,1,1,,,,-37.76285,144.94619
Brunswick West,13 Zeal St,h,1225000,2,SP,Walshe,9/09/2017,5.2,2,1,2,501,495,1930,-37.75772,144.94349
Bulleen,41 Estelle St,h,980000,3,PI,Barry,9/09/2017,10.8,3,2,1,573,161,1970,-37.77892,145.09281
Bundoora,1/152 Greenhills Rd,u,580000,3,S,Ray,9/09/2017,12.1,,,,,,,,
Bundoora,26 Hermitage Cr,h,,3,SN,Ray,9/09/2017,12.1,3,2,1,,,1970,-37.68699,145.0622
Bundoora,2 Japonica St,h,830000,3,S,Barry,9/09/2017,12.1,3,2,2,,132,1975,-37.68311,145.06785
Bundoora,36 Ormond Bvd,h,758000,4,S,Ray,9/09/2017,12.1,4,3,2,331,331,2010,-37.67998,145.07345
Bundoora,9 Wordsworth Ct,h,,3,PI,Morrison,9/09/2017,12.1,3,1,1,349,165,1980,-37.68827,145.05667
Burnley,7/6 Adam St,u,370000,1,SP,LITTLE,9/09/2017,2.4,1,1,1,,44,1970,-37.82844,145.00775
Burwood,5 Ardenne Cl,h,,3,SP,Buxton,9/09/2017,10.4,,,,,,,,
Burwood,12 Burbidge Cl,h,,3,SP,Fletchers,9/09/2017,10.4,,,,,,,,
Burwood,15 Wattlebird Ct,h,1750000,4,S,Fletchers,9/09/2017,10.4,4,2,4,514,258,2000,-37.84248,145.10181
Burwood East,46 Davis St,h,,3,SN,Barry,9/09/2017,14.7,3,1,2,,127,1960,-37.84993,145.14677
Cairnlea,16 Coomgarie Tce,h,,4,SP,Sweeney,9/09/2017,14.8,4,2,2,595,331,2003,-37.7622,144.79539
Cairnlea,10 Saltmarsh Pl,h,670000,3,PI,Sweeney,9/09/2017,14.8,3,2,2,,,2002,-37.74726,144.78013
Camberwell,9 Cornell St,h,,3,S,Fletchers,9/09/2017,7.7,3,1,1,780,,,-37.83889,145.08742
Camberwell,20 Glyndon Rd,h,2410000,2,S,Noel,9/09/2017,7.7,2,1,3,,,,-37.83621,145.07919
Camberwell,3/37 High Rd,u,752500,2,S,Noel,9/09/2017,7.7,2,2,1,,,,-37.84226,145.05789
Camberwell,9 Lyric Gr,h,,4,SP,Marshall,9/09/2017,7.7,4,2,2,745,,1930,-37.83888,145.06812
Camberwell,203/1101 Toorak Rd,u,,2,SN,Barry,9/09/2017,7.7,2,2,1,,89,2012,-37.84787,145.07498
Camberwell,5 Trumper St,h,3100000,4,VB,Jellis,9/09/2017,7.7,4,2,2,,,,-37.83932,145.06231
Canterbury,20 Allenby Rd,h,,3,S,Marshall,9/09/2017,8.4,3,2,2,,158,1915,-37.81982,145.06091
Canterbury,4/10 Dryden St,u,,3,S,Jellis,9/09/2017,8.4,3,1,1,,,1968,-37.82909,145.07643
Canterbury,17 McGregor St,h,3130000,4,S,Jellis,9/09/2017,8.4,4,2,2,618,,,-37.82875,145.08403
Canterbury,11 Moresby St,h,2650000,4,VB,Marshall,9/09/2017,8.4,4,2,2,,255,1986,-37.82908,145.07192
Canterbury,4/22 Rochester Rd,h,1500000,3,VB,Marshall,9/09/2017,8.4,3,2,2,,,1987,-37.82152,145.08286
Canterbury,9 Rubens Gr,h,,5,S,Marshall,9/09/2017,8.4,5,2,2,868,,,-37.82094,145.06623
Canterbury,38 Victoria Av,h,,4,PI,RT,9/09/2017,8.4,4,3,2,,385,2002,-37.81895,145.07627
Carlton,307/37 Palmerston St,u,,2,PI,Woodards,9/09/2017,1.6,,,,,,,-37.7969,144.9742
Carlton,87 Palmerston St,h,1263000,3,S,Harrington,9/09/2017,1.6,3,1,1,110,128,1880,-37.79667,144.97204
Carlton,101 Princes St,h,,2,SP,Nelson,9/09/2017,1.6,2,1,1,121,87,1890,-37.7929,144.97228
Carlton,81 Princes St,h,800000,2,VB,Woodards,9/09/2017,1.6,2,1,,117,,,-37.79294,144.97283
Carlton North,782 Lygon St,h,1065000,2,S,Nelson,9/09/2017,3.5,2,1,,4025,,,-37.78791,144.96938
Carlton North,125 Newry St,h,950000,2,VB,Nelson,9/09/2017,3.5,2,1,,97,,,-37.7899,144.97112
Carnegie,2/12 Arawatta St,t,,3,VB,Ray,9/09/2017,10.1,,,,,,,,
Carnegie,2/81 Koornang Rd,u,545000,2,S,Ray,9/09/2017,10.1,2,1,1,,,,-37.88725,145.05721
Carnegie,2/3 Libna St,u,,5,S,Jellis,9/09/2017,10.1,5,3,2,,,2012,-37.90352,145.05505
Carnegie,3/39 Oakleigh Rd,u,,2,PN,Gary,9/09/2017,10.1,2,2,1,,77,1970,-37.89855,145.04934
Carnegie,1/17 Tranmere Av,u,353000,1,S,Jellis,9/09/2017,10.1,,,,,,,,
Carrum,11 Dahmen St,h,890000,2,S,Ray,9/09/2017,31.2,2,1,4,,,1960,-38.07098,145.13271
Caulfield,3/19 Ash Gr,u,341000,1,S,Gary,9/09/2017,8.7,1,1,1,,43,1960,-37.8866,145.03222
Caulfield South,25 Gardenvale Rd,h,1758000,4,SP,Gary,9/09/2017,8.7,4,2,2,,169,1920,-37.89918,145.01679
Caulfield South,4/3 Gardenvale Rd,u,585000,2,S,Gary,9/09/2017,8.7,2,1,1,,,,-37.89941,145.01869
Caulfield South,1/426 Hawthorn Rd,u,,2,PI,Purplebricks,9/09/2017,8.7,,,,,,,,
Chadstone,80 Power Av,h,970000,2,S,RT,9/09/2017,11.7,2,1,2,,78,1955,-37.87432,145.09988
Chelsea,1 Kangaroo Rd,h,930000,4,S,O'Brien,9/09/2017,27,4,2,2,,94,1950,-38.04545,145.11375
Cheltenham,2 Barclay Dr,h,948000,3,S,O'Brien,9/09/2017,17.9,3,1,2,570,,,-37.96258,145.08038
Cheltenham,3/4 Coleman Ct,u,,2,S,Fletchers,9/09/2017,17.9,2,1,1,,,,-37.97337,145.05869
Clarinda,31 Wandoo Av,h,,3,SP,Buxton,9/09/2017,17.5,3,1,0,600,115,1955,-37.92949,145.10866
Clayton South,12 Bond St,h,850000,3,S,C21,9/09/2017,17.5,3,1,2,613,,,-37.93086,145.11073
Clayton South,15 Byron St,h,985000,3,SP,Buxton,9/09/2017,17.5,3,1,2,674,98,1950,-37.93539,145.11986
Clayton South,695 Heatherton Rd,h,1250500,3,S,C21,9/09/2017,17.5,3,1,2,1226,,,-37.95988,145.13279
Clayton South,8 Narrumburn Rd,h,805000,3,S,C21,9/09/2017,17.5,3,1,1,539,,,-37.94128,145.11406
Clifton Hill,21 Gordon St,h,1320000,2,S,Collins,9/09/2017,3.6,2,1,1,191,,1890,-37.79158,144.99586
Coburg,77 Donne St,h,,3,SP,Barry,9/09/2017,6.7,3,2,1,,149,,-37.74885,144.94924
Coburg,41 Glengyle St,h,1326000,3,S,Nelson,9/09/2017,6.7,3,1,2,524,,,-37.75392,144.97469
Coburg,5/44 Munro St,u,,1,VB,hockingstuart,9/09/2017,6.7,1,1,1,,,1970,-37.74452,144.96245
Coburg,43 Phillips St,h,1010000,3,SP,Nelson,9/09/2017,6.7,3,1,1,,310,,-37.74827,144.95396
Coburg,25 Stock St,h,,3,S,Jellis,9/09/2017,6.7,3,2,2,,,,-37.73538,144.96261
Coburg,167 Urquhart St,t,875000,3,S,Nelson,9/09/2017,6.7,3,2,2,,137,2000,-37.741,144.97534
Collingwood,104/11 Hoddle St,u,,1,SP,Jellis,9/09/2017,2,1,1,1,,51,2004,-37.80896,144.9911
Collingwood,26/125 Oxford St,u,1250000,2,SP,Jellis,9/09/2017,2,2,2,2,909,,,-37.80236,144.98482
Craigieburn,11 Abercarn Av,h,595000,4,S,YPA,9/09/2017,20.6,4,1,0,641,110,1990,-37.61114,144.93683
Craigieburn,13 Beechville Pl,h,,3,SN,Barry,9/09/2017,20.6,3,1,1,,,2000,-37.57439,144.92608
Craigieburn,3 Laguna Pl,h,,4,SN,Barry,9/09/2017,20.6,,,,,,,,
Craigieburn,27 Loudon Cct,h,,3,PI,Raine,9/09/2017,20.6,,,,,,,,
Craigieburn,23 Viewmont Av,h,,3,SN,Barry,9/09/2017,20.6,3,2,1,262,131,2015,-37.57134,144.91268
Cremorne,22 Cubitt St,h,1200000,2,SP,Jellis,9/09/2017,2.4,2,1,,160,,,-37.82647,144.99264
Croydon,11 Nyanda Ct,h,,5,PI,Barry,9/09/2017,23,5,3,2,,352,2006,-37.80988,145.29259
Croydon South,14 MacKenzie Ct,h,1020000,3,S,Philip,9/09/2017,23,3,1,1,,130,1971,-37.81299,145.27199
Dallas,1/14 Antwerp St,t,560500,4,S,Stockdale,9/09/2017,14,,,,,,,,
Dallas,9 Merlynston Cl,h,680000,4,VB,YPA,9/09/2017,14,4,2,2,,,2012,-37.67721,144.93845
Dandenong,30 Alexander Av,h,,4,PI,Barry,9/09/2017,24.7,4,2,1,612,147,1950,-37.9723,145.19601
Dandenong,12/42 Pickett St,u,320000,2,PI,Nicholls,9/09/2017,24.7,2,1,1,,,1970,-37.98427,145.209
Dandenong North,2/1521 Heatherton Rd,u,,2,SN,Barry,9/09/2017,24.7,2,2,1,,,2005,-37.96995,145.21761
Deer Park,38 Jonah Pde,h,530000,3,SP,Stockdale,9/09/2017,14.8,3,2,2,,156,2009,-37.77464,144.75655
Deer Park,37 Lee St,h,589000,3,S,hockingstuart,9/09/2017,14.8,3,2,2,544,125,1996,-37.7687,144.75833
Derrimut,7 Bateman Cl,h,630000,3,PI,FN,9/09/2017,14.7,3,2,2,504,,,-37.79691,144.7669
Diamond Creek,2 Bishop Av,h,745000,4,S,Mason,9/09/2017,21.8,4,2,2,767,,,-37.67515,145.1655
Dingley Village,1A Shelford Gr,h,952000,4,S,Buxton,9/09/2017,22.2,4,2,3,681,168,1970,-37.98145,145.12834
Docklands,807/20 Rakaia Wy,u,,2,PI,Barry,9/09/2017,1.4,,,,,,,-37.81453,144.94146
Doncaster,6 Margot Av,h,1255000,4,S,Ray,9/09/2017,12.4,4,2,1,670,,,-37.77109,145.1338
Doncaster,4 Tudor Rd,h,1540500,5,S,Jellis,9/09/2017,12.4,5,2,2,726,,,-37.78133,145.10833
Doncaster East,18 Daly St,h,1430000,3,S,Barry,9/09/2017,14.3,3,1,2,,,,-37.79244,145.14494
Doncaster East,41 Highfield Rd,h,1209000,3,S,Ray,9/09/2017,14.3,3,1,2,635,,,-37.78649,145.16774
Doncaster East,101 Landscape Dr,h,1300000,4,PI,Barry,9/09/2017,14.3,,,,,,,,
Doncaster East,10 Leura St,h,1730000,5,S,Jellis,9/09/2017,14.3,5,2,2,746,,,-37.78658,145.16086
Doncaster East,2 Raven St,h,1510000,5,SP,Ray,9/09/2017,14.3,5,2,3,677,,,-37.79348,145.15241
Doncaster East,345 Serpells Rd,h,1600000,4,S,Barry,9/09/2017,14.3,4,3,2,878,306,1970,-37.76888,145.17044
Donvale,1a Chippewa Av,u,718500,2,S,Philip,9/09/2017,16.1,2,1,1,255,,,-37.80528,145.19057
Doreen,8 Bower Wy,h,481000,3,S,Mason,9/09/2017,25.9,3,2,1,359,150,2011,-37.5875,145.11884
Doreen,27 Vidler Av,h,1100000,5,S,Ray,9/09/2017,25.9,5,3,6,,296,2007,-37.61579,145.13416
Doveton,2 Crimson Dr,h,568500,3,S,C21,9/09/2017,28.8,3,1,2,,90,1950,-37.98567,145.23508
Eaglemont,67 Banksia St,h,1867000,4,S,Nelson,9/09/2017,8.9,4,3,2,,294,1920,-37.75915,145.06241
Edithvale,36/61 Hughes Av,u,647500,3,S,hockingstuart,9/09/2017,27,3,1,2,,,,-38.03843,145.12317
Elsternwick,1/39 Trevelyan St,h,1250000,2,S,Gary,9/09/2017,7.2,2,1,2,,,,-37.89054,145.01191
Eltham,1/44 Arthur St,u,566000,2,S,Buckingham,9/09/2017,18,2,1,1,845,,,-37.71513,145.15324
Eltham,2 Cygnet Ct,h,967000,4,SP,Ray,9/09/2017,18,4,3,2,,155,1985,-37.71516,145.13951
Eltham North,15 Marian Ct,h,950000,4,PI,Buckingham,9/09/2017,18,4,2,2,651,198,1990,-37.68739,145.14437
Elwood,9 Mason Av,h,1400000,3,VB,Marshall,9/09/2017,7.2,3,2,,225,122,1890,-37.87614,144.99081
Elwood,23 Moore St,h,1450000,2,S,McGrath,9/09/2017,7.2,2,2,,213,,,-37.87816,144.99069
Epping,13 Cascade Cr,h,640500,4,S,HAR,9/09/2017,19.6,4,2,2,,,2005,-37.62688,145.03194
Epping,1/4 Grimwade Ct,u,454000,2,S,HAR,9/09/2017,19.6,2,1,1,,,2000,-37.651,145.04672
Epping,7/12 Kirkland Ct,h,375000,3,SP,RW,9/09/2017,19.6,3,1,1,167,,2011,-37.63011,145.02936
Epping,11 Northumberland Dr,h,641000,3,S,Barry,9/09/2017,19.6,3,2,2,535,148,1970,-37.64372,145.03761
Epping,5 Rothwell Ct,h,555000,3,SA,Purplebricks,9/09/2017,19.6,3,2,4,,98,1985,-37.64107,145.03221
Epping,10/81 Rufus St,u,291000,2,S,HAR,9/09/2017,19.6,2,1,1,161,,,-37.64888,145.02313
Essendon,20 Butler St,h,993000,3,S,Nelson,9/09/2017,7.5,3,2,2,595,169,,-37.74635,144.9229
Essendon,100 McCracken St,h,1527500,3,S,Brad,9/09/2017,7.5,3,2,3,,,,-37.74524,144.90468
Essendon West,48 Clydebank Rd,h,950000,3,S,McDonald,9/09/2017,7.5,3,1,2,,,,-37.75739,144.88939
Fairfield,293a Gillies St,h,1575000,4,S,Jellis,9/09/2017,5.7,,,,,,,,
Fairfield,11/59 Rathmines St,u,508000,2,S,The,9/09/2017,5.7,2,1,1,,,,-37.77815,145.01616
Fairfield,21 Separation St,h,,3,S,Nelson,9/09/2017,5.7,3,1,3,531,,,-37.7723,145.02357
Fawkner,5/134 Lorne St,u,475000,2,S,Ray,9/09/2017,13.1,2,1,1,,72,2016,-37.71513,144.96617
Fawkner,29 McDougall St,h,,3,SN,Ray,9/09/2017,13.1,3,1,1,408,,1960,-37.7025,144.96405
Ferntree Gully,24 Greenaway Dr,h,820000,4,S,Ray,9/09/2017,24.8,4,2,2,728,,1970,-37.88393,145.26225
Ferntree Gully,4 Parklands Cl,h,797000,3,S,Schroeder,9/09/2017,24.8,3,2,1,626,145,1995,-37.89555,145.27625
Fitzroy,353 Fitzroy St,h,1060000,2,S,Nelson,9/09/2017,2.1,2,1,0,,80,1890,-37.79765,144.97735
Fitzroy,101 Kerr St,h,1750000,3,VB,Jellis,9/09/2017,2.1,3,1,,152,,,-37.79662,144.9791
Fitzroy North,96 Fergie St,h,2000000,4,S,Jellis,9/09/2017,3.6,4,2,1,,180,1890,-37.78237,144.98505
Flemington,127 Princes St,h,820000,3,PI,Jellis,9/09/2017,3.4,3,1,0,185,98,1900,-37.78449,144.93482
Flemington,37 Waltham St,h,1225000,2,S,Jellis,9/09/2017,3.4,2,1,1,150,96,1890,-37.78363,144.92997
Footscray,7/33 Eldridge St,u,240000,2,PI,Burnham,9/09/2017,5.1,2,1,1,,40,1965,-37.78813,144.89291
Footscray,27/155 Gordon St,u,,2,PI,McGrath,9/09/2017,5.1,2,1,1,,,,-37.79643,144.88878
Footscray,5/49 Napier St,u,465000,2,S,Burnham,9/09/2017,5.1,2,1,1,,,1970,-37.80483,144.90239
Footscray,27 Summerhill Rd,h,800000,2,VB,hockingstuart,9/09/2017,5.1,2,1,2,353,123,1930,-37.79047,144.88289
Forest Hill,104 Husband Rd,h,,3,PI,Noel,9/09/2017,15.4,3,1,2,,,,-37.83974,145.18223
Forest Hill,68 Vanbrook St,h,,3,SP,Fletchers,9/09/2017,15.4,3,1,2,580,112,1960,-37.84046,145.18107
Frankston,7 Orrong Av,h,1010000,3,S,Ray,9/09/2017,38,3,2,2,306,125,1970,-38.1386,145.12142
Frankston North,61 Rosemary Cr,h,464000,3,SP,Ray,9/09/2017,36.9,3,1,2,,,,-38.12644,145.15688
Frankston South,32 Marama Dr,h,,3,PI,Ray,9/09/2017,38,3,2,2,614,130,,-38.16092,145.12096
Frankston South,24 Sycamore Rd,h,830000,4,SP,Ray,9/09/2017,38,4,1,4,600,158,1985,-38.16475,145.1345
Gisborne,15 Morilla Ct,h,690000,3,VB,Raine,9/09/2017,45.9,3,2,2,2189,,,-37.50624,144.58134
Gisborne,204 Panorama Dr,h,780000,4,S,Raine,9/09/2017,45.9,4,3,2,20200,189,1985,-37.49674,144.62618
Gladstone Park,8 Conifer Cl,h,660000,3,S,Barry,9/09/2017,12.9,3,1,3,467,,,-37.69271,144.891
Gladstone Park,7 Dudley Ct,h,625000,3,SP,Barry,9/09/2017,12.9,3,2,4,578,,,-37.68899,144.88273
Gladstone Park,57 Wolverton Dr,h,695000,3,S,Barry,9/09/2017,12.9,3,2,2,,150,1990,-37.68662,144.89055
Glen Iris,26 Allison Av,h,,4,SP,Jellis,9/09/2017,7.3,4,2,2,622,258,1950,-37.86439,145.06897
Glen Iris,38 Allison Av,h,2200000,3,S,Marshall,9/09/2017,7.3,3,2,2,705,158,1935,-37.86578,145.06886
Glen Iris,6 Audrey Cr,h,3000000,5,VB,Jellis,9/09/2017,7.3,5,3,2,775,,,-37.85855,145.07775
Glen Iris,24/3 Bickleigh St,u,652500,2,S,hockingstuart,9/09/2017,7.3,2,1,1,,,,-37.84888,145.05469
Glen Iris,22 Cusdin St,t,1520000,3,S,Jellis,9/09/2017,7.3,3,2,2,,,,-37.85016,145.06992
Glen Iris,8/66 Edgar St N,u,537000,2,S,hockingstuart,9/09/2017,7.3,2,2,1,,,,-37.84984,145.04659
Glen Iris,181 Finch St,h,,2,SP,Marshall,9/09/2017,7.3,2,2,2,,,,-37.8592,145.04542
Glen Iris,10 Howard St,h,3200000,4,S,Marshall,9/09/2017,7.3,4,3,2,858,,1980,-37.85557,145.06534
Glen Iris,101/18 Leopold St,u,1000000,3,VB,Marshall,9/09/2017,7.3,,,,,,,,
Glen Iris,1/16 Osborne Av,t,965000,2,S,hockingstuart,9/09/2017,7.3,2,2,1,704,,,-37.85698,145.04686
Glen Iris,8 Renwick St,h,,4,SP,Jellis,9/09/2017,7.3,4,2,2,643,310,1999,-37.85251,145.07516
Glen Waverley,8/280 Blackburn Rd,u,515000,2,SP,Stockdale,9/09/2017,16.7,,,,,,,,
Glen Waverley,32 Boronia Dr,u,930000,3,PI,Barry,9/09/2017,16.7,3,2,2,,,2005,-37.87472,145.17493
Glen Waverley,16 Clematis St,h,1790000,4,S,Harcourts,9/09/2017,16.7,4,2,2,742,164,1970,-37.87738,145.18083
Glen Waverley,5 Crocus Cr,h,,3,PI,Biggin,9/09/2017,16.7,3,1,1,657,132,1970,-37.89912,145.16346
Glen Waverley,8 Crocus Cr,h,,3,SN,Harcourts,9/09/2017,16.7,3,2,5,672,,,-37.89986,145.16369
Glen Waverley,9 Dorset St,t,1170000,4,S,Ray,9/09/2017,16.7,4,3,2,725,,1936,-37.89868,145.14635
Glen Waverley,2/46 Fairhills Pde,t,,4,PN,Harcourts,9/09/2017,16.7,4,3,2,734,206,2005,-37.87742,145.17102
Glen Waverley,1a Graham St,t,1380000,4,PI,Harcourts,9/09/2017,16.7,,,,,,,,
Glen Waverley,31 Hampstead Cr,h,1320000,4,PI,Barry,9/09/2017,16.7,4,2,5,1021,,,-37.90317,145.16607
Glen Waverley,94 Herriotts Bvd,h,1320000,5,S,hockingstuart,9/09/2017,16.7,5,3,3,478,,,-37.89891,145.15341
Glen Waverley,7 Larpent St,h,1361501,3,SP,Fletchers,9/09/2017,16.7,,,,,,,,
Glen Waverley,12 McKenna Rd,h,,4,VB,Fletchers,9/09/2017,16.7,4,3,2,726,,,-37.89998,145.14764
Glen Waverley,6 Melrose Ct,h,1152000,4,S,Harcourts,9/09/2017,16.7,4,2,2,734,,,-37.87432,145.18766
Glen Waverley,49 Saladin Av,h,,4,SN,Ray,9/09/2017,16.7,4,2,2,,,,-37.89292,145.15165
Glen Waverley,1 Stirling Cr,h,,5,PI,Ray,9/09/2017,16.7,5,3,2,1084,297,1970,-37.88835,145.17736
Glenroy,1 Granville St,h,932000,3,S,Stockdale,9/09/2017,11.2,3,1,1,639,,,-37.70234,144.92123
Glenroy,3/21 Hartington St,t,646000,3,S,Barry,9/09/2017,11.2,,,,,,,,
Glenroy,3/162 Hilton St,t,576000,3,S,Barry,9/09/2017,11.2,,,,,,,,
Glenroy,56 Maude Av,h,605000,2,S,Nelson,9/09/2017,11.2,2,1,2,378,92,1955,-37.70175,144.93578
Glenroy,7/96 Plumpton Av,t,480000,2,SP,Barry,9/09/2017,11.2,2,1,1,,65,2013,-37.707,144.92165
Greensborough,39 Scotland Av,h,1000000,5,VB,Nelson,9/09/2017,16.1,5,2,2,900,192,1955,-37.7008,145.09974
Greenvale,15 Burbridge Dr,h,888000,5,S,Barry,9/09/2017,20.4,5,3,2,,,,-37.65646,144.89978
Guys Hill,8 Montuna Gr,h,,4,PN,O'Brien,9/09/2017,39,4,3,6,,0,2013,-38.01458,145.38619
Hadfield,6 Epping St,h,750000,3,VB,Barry,9/09/2017,11.2,3,1,3,665,104,1970,-37.70444,144.95274
Hadfield,19 Everitt St,h,720000,3,S,Barry,9/09/2017,11.2,3,1,1,,,,-37.71257,144.94138
Hampton,22 Avelin St,h,3100000,4,VB,Buxton,9/09/2017,13.8,4,3,2,,328,2001,-37.93191,145.01182
Hampton,14 Kanowna St,h,1850000,3,VB,McGrath,9/09/2017,13.8,3,1,2,697,,,-37.94435,145.00927
Hampton East,2/1 Leonard St,t,,4,PI,Buxton,9/09/2017,13.8,,,,,,,,
Hawthorn,14 Elgin St,h,,5,S,Marshall,9/09/2017,5.3,5,2,0,505,313,1880,-37.81555,145.02592
Hawthorn,8A Ercildoune Av,h,,2,PI,Jellis,9/09/2017,5.3,,,,,,,,
Hawthorn,2/3 Lion St,h,1000000,2,VB,Marshall,9/09/2017,5.3,2,1,2,,,,-37.81736,145.02018
Hawthorn,28/9 Lisson Gr,u,,2,PI,Woodards,9/09/2017,5.3,2,1,1,,,,-37.82613,145.02691
Hawthorn,2/155 Power St,u,463000,2,S,LITTLE,9/09/2017,5.3,2,1,1,,,,-37.82489,145.02598
Hawthorn,1B Simpson Pl,h,1670000,3,PI,Kay,9/09/2017,5.3,3,3,2,107,,,-37.81753,145.01988
Hawthorn,10/22 Wattle Rd,u,630000,2,SP,Jellis,9/09/2017,5.3,2,2,1,,74,2013,-37.82471,145.02786
Hawthorn East,8/795 Burwood Rd,u,492000,2,S,hockingstuart,9/09/2017,6.2,2,1,1,,,,-37.82449,145.05222
Hawthorn East,5 Gillman St,h,,3,S,Noel,9/09/2017,6.2,3,3,1,,130,1880,-37.82535,145.05184
Hawthorn East,2 Homebush Cr,h,2710000,3,S,Kay,9/09/2017,6.2,3,1,3,615,,,-37.82425,145.05552
Hawthorn East,4 Invermay Gr,h,1768000,3,S,Abercromby's,9/09/2017,6.2,3,2,2,304,,,-37.83277,145.04373
Hawthorn East,55 Lingwell Rd,h,,4,PI,Jellis,9/09/2017,6.2,4,1,1,506,,,-37.82172,145.05336
Hawthorn East,140 Rathmines Rd,h,3000000,4,VB,Marshall,9/09/2017,6.2,4,2,2,,,,-37.82087,145.05294
Hawthorn East,189 Rathmines Rd,h,,3,S,Marshall,9/09/2017,6.2,3,1,2,,,,-37.82093,145.05616
Heathmont,23 Allens Rd,h,,4,PI,Barry,9/09/2017,21.3,4,3,3,,270,1960,-37.82878,145.24929
Heathmont,6 Aumann St,h,,3,SP,Barry,9/09/2017,21.3,3,1,2,913,135,1960,-37.8268,145.24902
Heathmont,231 Canterbury Rd,h,,3,PI,Philip,9/09/2017,21.3,3,1,1,724,106,1950,-37.8321,145.23627
Heathmont,5 Marden Pl,h,1165000,4,S,Ray,9/09/2017,21.3,4,2,2,442,207,2016,-37.82507,145.24058
Heathmont,19 Portsmouth St,h,920000,4,SP,Fletchers,9/09/2017,21.3,4,2,2,655,,,-37.83481,145.23239
Heathmont,41 Royal Av,h,,4,SN,Barry,9/09/2017,21.3,4,2,1,1309,,1960,-37.8238,145.24649
Heathmont,25 Westmore Dr,h,932000,5,S,RW,9/09/2017,21.3,5,2,2,543,200,1980,-37.83145,145.22826
Heidelberg,4/49 Hawdon St,u,325000,1,S,Miles,9/09/2017,8.9,1,1,1,,,1960,-37.75883,145.06391
Heidelberg,45 Martin St,h,1420000,4,S,Miles,9/09/2017,8.9,4,2,2,,,,-37.75113,145.06034
Heidelberg Heights,52 Bonar St,h,,2,S,Barry,9/09/2017,8.8,2,1,1,,,,-37.74456,145.04967
Heidelberg Heights,42 Swanston St,h,811000,3,S,Miles,9/09/2017,8.8,3,1,1,586,,,-37.73799,145.0522
